Fecha,Area_Sanitaria,Pacientes_Sin_Alta,Pacientes_Con_Alta,Exitus
2020-08-03,A.S. VIGO,72,2195,132
2020-08-03,GALICIA,387,11316,619
2020-08-04,A.S. A CORUÑA E CEE,171,2726,166
2020-08-04,A.S. FERROL,5,587,33
2020-08-04,"A.S. LUGO, A MARIÑA E MONFORTE",72,1208,29
2020-08-04,"A.S. OURENSE, VERÍN E O BARCO",29,1892,132
2020-08-04,A.S. PONTEVEDRA E O SALNÉS,36,920,16
2020-08-04,A.S. SANTIAGO E BARBANZA,27,1801,111
2020-08-04,A.S. VIGO,76,2197,132
2020-08-04,GALICIA,416,11331,619
2020-08-05,A.S. A CORUÑA E CEE,165,2748,166
2020-08-05,A.S. FERROL,5,587,33
2020-08-05,"A.S. LUGO, A MARIÑA E MONFORTE",76,1210,29
2020-08-05,"A.S. OURENSE, VERÍN E O BARCO",33,1892,132
2020-08-05,A.S. PONTEVEDRA E O SALNÉS,43,924,16
2020-08-05,A.S. SANTIAGO E BARBANZA,32,1803,111
2020-08-05,A.S. VIGO,80,2202,132
2020-08-05,GALICIA,434,11366,619
2020-08-06,A.S. A CORUÑA E CEE,222,2749,166
2020-08-06,A.S. FERROL,6,588,33
2020-08-06,"A.S. LUGO, A MARIÑA E MONFORTE",76,1216,29
2020-08-06,"A.S. OURENSE, VERÍN E O BARCO",36,1892,132
2020-08-06,A.S. PONTEVEDRA E O SALNÉS,44,924,16
2020-08-06,A.S. SANTIAGO E BARBANZA,34,1804,111
2020-08-06,A.S. VIGO,83,2207,132
2020-08-06,GALICIA,501,11380,619
2020-08-07,A.S. A CORUÑA E CEE,284,2752,166
2020-08-07,A.S. FERROL,6,588,33
2020-08-07,"A.S. LUGO, A MARIÑA E MONFORTE",82,1226,29
2020-08-07,"A.S. OURENSE, VERÍN E O BARCO",41,1892,133
2020-08-07,A.S. PONTEVEDRA E O SALNÉS,45,924,16
2020-08-07,A.S. SANTIAGO E BARBANZA,40,1806,111
2020-08-07,A.S. VIGO,86,2212,132
2020-08-07,GALICIA,584,11400,620
2020-08-08,A.S. A CORUÑA E CEE,335,2756,166
2020-08-08,A.S. FERROL,7,588,33
2020-08-08,"A.S. LUGO, A MARIÑA E MONFORTE",80,1239,29
2020-08-08,"A.S. OURENSE, VERÍN E O BARCO",43,1894,133
2020-08-08,A.S. PONTEVEDRA E O SALNÉS,44,926,16
2020-08-08,A.S. SANTIAGO E BARBANZA,41,1807,111
2020-08-08,A.S. VIGO,88,2216,132
2020-08-08,GALICIA,638,11426,620
2020-08-09,A.S. A CORUÑA E CEE,385,2759,167
2020-08-09,A.S. FERROL,9,588,33
2020-08-09,"A.S. LUGO, A MARIÑA E MONFORTE",77,1245,30
2020-08-09,"A.S. OURENSE, VERÍN E O BARCO",48,1894,133
2020-08-09,A.S. PONTEVEDRA E O SALNÉS,44,927,16
2020-08-09,A.S. SANTIAGO E BARBANZA,42,1810,111
2020-08-09,A.S. VIGO,90,2219,132
2020-08-09,GALICIA,695,11442,622
2020-08-10,A.S. A CORUÑA E CEE,423,2758,167
2020-08-10,A.S. FERROL,17,588,33
2020-08-10,"A.S. LUGO, A MARIÑA E MONFORTE",85,1246,30
2020-08-10,"A.S. OURENSE, VERÍN E O BARCO",51,1894,133
2020-08-10,A.S. PONTEVEDRA E O SALNÉS,46,929,16
2020-08-10,A.S. SANTIAGO E BARBANZA,40,1814,111
2020-08-10,A.S. VIGO,112,2221,132
2020-08-10,GALICIA,774,11450,622
2020-08-11,A.S. A CORUÑA E CEE,488,2764,167
2020-08-11,A.S. FERROL,26,590,33
2020-08-11,"A.S. LUGO, A MARIÑA E MONFORTE",92,1253,30
2020-08-11,"A.S. OURENSE, VERÍN E O BARCO",61,1894,133
2020-08-11,A.S. PONTEVEDRA E O SALNÉS,51,930,16
2020-08-11,A.S. SANTIAGO E BARBANZA,43,1822,111
2020-08-11,A.S. VIGO,119,2222,132
2020-08-11,GALICIA,880,11475,622
2020-08-12,A.S. A CORUÑA E CEE,556,2777,167
2020-08-12,A.S. FERROL,30,590,33
2020-08-12,"A.S. LUGO, A MARIÑA E MONFORTE",97,1257,30
2020-08-12,"A.S. OURENSE, VERÍN E O BARCO",69,1895,133
2020-08-12,A.S. PONTEVEDRA E O SALNÉS,52,932,16
2020-08-12,A.S. SANTIAGO E BARBANZA,41,1827,111
2020-08-12,A.S. VIGO,127,2228,132
2020-08-12,GALICIA,972,11506,622
2020-08-13,A.S. A CORUÑA E CEE,642,2790,167
2020-08-13,A.S. FERROL,36,591,33
2020-08-13,"A.S. LUGO, A MARIÑA E MONFORTE",108,1258,30
2020-08-13,"A.S. OURENSE, VERÍN E O BARCO",76,1896,134
2020-08-13,A.S. PONTEVEDRA E O SALNÉS,53,934,16
2020-08-13,A.S. SANTIAGO E BARBANZA,43,1830,111
2020-08-13,A.S. VIGO,137,2229,132
2020-08-13,GALICIA,1095,11528,623
2020-08-14,A.S. A CORUÑA E CEE,724,2802,167
2020-08-14,A.S. FERROL,45,591,33
2020-08-14,"A.S. LUGO, A MARIÑA E MONFORTE",111,1260,30
2020-08-14,"A.S. OURENSE, VERÍN E O BARCO",85,1899,134
2020-08-14,A.S. PONTEVEDRA E O SALNÉS,59,936,16
2020-08-14,A.S. SANTIAGO E BARBANZA,51,1835,111
2020-08-14,A.S. VIGO,139,2236,132
2020-08-14,GALICIA,1214,11559,623
2020-08-15,A.S. A CORUÑA E CEE,804,2819,168
2020-08-15,A.S. FERROL,47,591,33
2020-08-15,"A.S. LUGO, A MARIÑA E MONFORTE",116,1262,30
2020-08-15,"A.S. OURENSE, VERÍN E O BARCO",104,1901,134
2020-08-15,A.S. PONTEVEDRA E O SALNÉS,68,936,17
2020-08-15,A.S. SANTIAGO E BARBANZA,56,1835,111
2020-08-15,A.S. VIGO,142,2241,132
2020-08-15,GALICIA,1337,11585,625
2020-08-16,A.S. A CORUÑA E CEE,869,2829,168
2020-08-16,A.S. FERROL,50,592,33
2020-08-16,"A.S. LUGO, A MARIÑA E MONFORTE",121,1267,30
2020-08-16,"A.S. OURENSE, VERÍN E O BARCO",126,1902,134
2020-08-16,A.S. PONTEVEDRA E O SALNÉS,70,936,17
2020-08-16,A.S. SANTIAGO E BARBANZA,63,1836,111
2020-08-16,A.S. VIGO,145,2243,132
2020-08-16,GALICIA,1444,11605,625
2020-08-17,A.S. A CORUÑA E CEE,926,2837,168
2020-08-17,A.S. FERROL,60,591,33
2020-08-17,"A.S. LUGO, A MARIÑA E MONFORTE",128,1271,30
2020-08-17,"A.S. OURENSE, VERÍN E O BARCO",136,1906,134
2020-08-17,A.S. PONTEVEDRA E O SALNÉS,72,938,17
2020-08-17,A.S. SANTIAGO E BARBANZA,70,1838,111
2020-08-17,A.S. VIGO,144,2248,132
2020-08-17,GALICIA,1536,11629,625
2020-08-18,A.S. A CORUÑA E CEE,981,2848,168
2020-08-18,A.S. FERROL,70,592,33
2020-08-18,"A.S. LUGO, A MARIÑA E MONFORTE",151,1273,30
2020-08-18,"A.S. OURENSE, VERÍN E O BARCO",151,1906,134
2020-08-18,A.S. PONTEVEDRA E O SALNÉS,81,943,17
2020-08-18,A.S. SANTIAGO E BARBANZA,95,1843,111
2020-08-18,A.S. VIGO,149,2253,132
2020-08-18,GALICIA,1678,11658,625
2020-08-19,A.S. A CORUÑA E CEE,1052,2866,169
2020-08-19,A.S. FERROL,77,593,33
2020-08-19,"A.S. LUGO, A MARIÑA E MONFORTE",184,1277,30
2020-08-19,"A.S. OURENSE, VERÍN E O BARCO",166,1906,134
2020-08-19,A.S. PONTEVEDRA E O SALNÉS,80,947,17
2020-08-19,A.S. SANTIAGO E BARBANZA,117,1849,111
2020-08-19,A.S. VIGO,153,2259,132
2020-08-19,GALICIA,1829,11697,626
2020-08-20,A.S. A CORUÑA E CEE,1130,2878,169
2020-08-20,A.S. FERROL,88,594,33
2020-08-20,"A.S. LUGO, A MARIÑA E MONFORTE",268,1283,31
2020-08-20,"A.S. OURENSE, VERÍN E O BARCO",191,1908,134
2020-08-20,A.S. PONTEVEDRA E O SALNÉS,89,950,17
2020-08-20,A.S. SANTIAGO E BARBANZA,141,1853,111
2020-08-20,A.S. VIGO,154,2274,132
2020-08-20,GALICIA,2061,11740,627
2020-08-21,A.S. A CORUÑA E CEE,1183,2928,171
2020-08-21,A.S. FERROL,94,596,33
2020-08-21,"A.S. LUGO, A MARIÑA E MONFORTE",299,1290,32
2020-08-21,"A.S. OURENSE, VERÍN E O BARCO",201,1910,134
2020-08-21,A.S. PONTEVEDRA E O SALNÉS,102,954,17
2020-08-21,A.S. SANTIAGO E BARBANZA,188,1856,111
2020-08-21,A.S. VIGO,157,2281,132
2020-08-21,GALICIA,2224,11815,630
2020-08-22,A.S. A CORUÑA E CEE,1214,2979,172
2020-08-22,A.S. FERROL,104,596,33
2020-08-22,"A.S. LUGO, A MARIÑA E MONFORTE",320,1299,33
2020-08-22,"A.S. OURENSE, VERÍN E O BARCO",209,1914,134
2020-08-22,A.S. PONTEVEDRA E O SALNÉS,134,956,17
2020-08-22,A.S. SANTIAGO E BARBANZA,220,1860,111
2020-08-22,A.S. VIGO,167,2286,132
2020-08-22,GALICIA,2368,11890,632
2020-08-23,A.S. A CORUÑA E CEE,1233,3022,173
2020-08-23,A.S. FERROL,111,596,33
2020-08-23,"A.S. LUGO, A MARIÑA E MONFORTE",347,1308,33
2020-08-23,"A.S. OURENSE, VERÍN E O BARCO",221,1919,134
2020-08-23,A.S. PONTEVEDRA E O SALNÉS,141,959,17
2020-08-23,A.S. SANTIAGO E BARBANZA,279,1862,111
2020-08-23,A.S. VIGO,173,2291,132
2020-08-23,GALICIA,2505,11957,633
2020-08-24,A.S. A CORUÑA E CEE,1235,3066,173
2020-08-24,A.S. FERROL,115,598,33
2020-08-24,"A.S. LUGO, A MARIÑA E MONFORTE",365,1310,33
2020-08-24,"A.S. OURENSE, VERÍN E O BARCO",237,1922,134
2020-08-24,A.S. PONTEVEDRA E O SALNÉS,155,961,17
2020-08-24,A.S. SANTIAGO E BARBANZA,332,1866,111
2020-08-24,A.S. VIGO,180,2300,132
2020-08-24,GALICIA,2619,12023,633
2020-08-25,A.S. A CORUÑA E CEE,1286,3095,173
2020-08-25,A.S. FERROL,114,605,33
2020-08-25,"A.S. LUGO, A MARIÑA E MONFORTE",467,1316,33
2020-08-25,"A.S. OURENSE, VERÍN E O BARCO",259,1927,134
2020-08-25,A.S. PONTEVEDRA E O SALNÉS,170,962,17
2020-08-25,A.S. SANTIAGO E BARBANZA,391,1870,111
2020-08-25,A.S. VIGO,192,2312,132
2020-08-25,GALICIA,2879,12087,633
2020-08-26,A.S. A CORUÑA E CEE,1309,3143,174
2020-08-26,A.S. FERROL,118,616,33
2020-08-26,"A.S. LUGO, A MARIÑA E MONFORTE",515,1331,34
2020-08-26,"A.S. OURENSE, VERÍN E O BARCO",278,1939,134
2020-08-26,A.S. PONTEVEDRA E O SALNÉS,183,965,17
2020-08-26,A.S. SANTIAGO E BARBANZA,431,1876,111
2020-08-26,A.S. VIGO,195,2318,132
2020-08-26,GALICIA,3029,12188,635
2020-08-27,A.S. A CORUÑA E CEE,1361,3199,174
2020-08-27,A.S. FERROL,123,620,33
2020-08-27,"A.S. LUGO, A MARIÑA E MONFORTE",565,1340,34
2020-08-27,"A.S. OURENSE, VERÍN E O BARCO",298,1945,134
2020-08-27,A.S. PONTEVEDRA E O SALNÉS,193,973,17
2020-08-27,A.S. SANTIAGO E BARBANZA,455,1882,111
2020-08-27,A.S. VIGO,207,2332,132
2020-08-27,GALICIA,3202,12291,635
2020-08-28,A.S. A CORUÑA E CEE,1389,3297,175
2020-08-28,A.S. FERROL,130,625,33
2020-08-28,"A.S. LUGO, A MARIÑA E MONFORTE",638,1352,35
2020-08-28,"A.S. OURENSE, VERÍN E O BARCO",318,1957,135
2020-08-28,A.S. PONTEVEDRA E O SALNÉS,210,977,17
2020-08-28,A.S. SANTIAGO E BARBANZA,489,1890,111
2020-08-28,A.S. VIGO,224,2340,132
2020-08-28,GALICIA,3398,12438,638
2020-08-29,A.S. A CORUÑA E CEE,1387,3375,177
2020-08-29,A.S. FERROL,130,632,33
2020-08-29,"A.S. LUGO, A MARIÑA E MONFORTE",706,1361,36
2020-08-29,"A.S. OURENSE, VERÍN E O BARCO",338,1965,135
2020-08-29,A.S. PONTEVEDRA E O SALNÉS,219,985,17
2020-08-29,A.S. SANTIAGO E BARBANZA,546,1899,111
2020-08-29,A.S. VIGO,239,2341,132
2020-08-29,GALICIA,3565,12558,641
2020-08-30,A.S. A CORUÑA E CEE,1399,3443,178
2020-08-30,A.S. FERROL,139,635,33
2020-08-30,"A.S. LUGO, A MARIÑA E MONFORTE",759,1367,37
2020-08-30,"A.S. OURENSE, VERÍN E O BARCO",349,1973,135
2020-08-30,A.S. PONTEVEDRA E O SALNÉS,229,990,17
2020-08-30,A.S. SANTIAGO E BARBANZA,587,1912,111
2020-08-30,A.S. VIGO,262,2349,132
2020-08-30,GALICIA,3724,12669,643
2020-08-31,A.S. A CORUÑA E CEE,1409,3499,178
2020-08-31,A.S. FERROL,149,638,33
2020-08-31,"A.S. LUGO, A MARIÑA E MONFORTE",768,1377,39
2020-08-31,"A.S. OURENSE, VERÍN E O BARCO",357,1989,135
2020-08-31,A.S. PONTEVEDRA E O SALNÉS,237,992,17
2020-08-31,A.S. SANTIAGO E BARBANZA,618,1921,111
2020-08-31,A.S. VIGO,266,2355,132
2020-08-31,GALICIA,3804,12771,645
2020-09-01,A.S. A CORUÑA E CEE,1410,3554,179
2020-09-01,A.S. FERROL,152,648,33
2020-09-01,"A.S. LUGO, A MARIÑA E MONFORTE",798,1390,39
2020-09-01,"A.S. OURENSE, VERÍN E O BARCO",377,1999,135
2020-09-01,A.S. PONTEVEDRA E O SALNÉS,257,1002,17
2020-09-01,A.S. SANTIAGO E BARBANZA,658,1930,111
2020-09-01,A.S. VIGO,293,2364,132
2020-09-01,GALICIA,3945,12887,646
2020-09-02,A.S. A CORUÑA E CEE,1435,3618,179
2020-09-02,A.S. FERROL,153,659,33
2020-09-02,"A.S. LUGO, A MARIÑA E MONFORTE",815,1416,43
2020-09-02,"A.S. OURENSE, VERÍN E O BARCO",400,2009,135
2020-09-02,A.S. PONTEVEDRA E O SALNÉS,277,1005,17
2020-09-02,A.S. SANTIAGO E BARBANZA,671,1959,112
2020-09-02,A.S. VIGO,323,2373,132
2020-09-02,GALICIA,4074,13039,651
2020-09-03,A.S. A CORUÑA E CEE,1464,3684,180
2020-09-03,A.S. FERROL,155,665,33
2020-09-03,"A.S. LUGO, A MARIÑA E MONFORTE",812,1455,45
2020-09-03,"A.S. OURENSE, VERÍN E O BARCO",416,2023,135
2020-09-03,A.S. PONTEVEDRA E O SALNÉS,300,1013,18
2020-09-03,A.S. SANTIAGO E BARBANZA,681,1991,112
2020-09-03,A.S. VIGO,337,2380,132
2020-09-03,GALICIA,4165,13211,655
2020-09-04,A.S. A CORUÑA E CEE,1450,3778,181
2020-09-04,A.S. FERROL,152,675,33
2020-09-04,"A.S. LUGO, A MARIÑA E MONFORTE",813,1495,47
2020-09-04,"A.S. OURENSE, VERÍN E O BARCO",422,2051,135
2020-09-04,A.S. PONTEVEDRA E O SALNÉS,316,1023,18
2020-09-04,A.S. SANTIAGO E BARBANZA,685,2023,112
2020-09-04,A.S. VIGO,351,2394,132
2020-09-04,GALICIA,4189,13439,658
2020-09-05,A.S. A CORUÑA E CEE,1433,3870,181
2020-09-05,A.S. FERROL,162,681,33
2020-09-05,"A.S. LUGO, A MARIÑA E MONFORTE",823,1530,50
2020-09-05,"A.S. OURENSE, VERÍN E O BARCO",440,2063,135
2020-09-05,A.S. PONTEVEDRA E O SALNÉS,338,1031,18
2020-09-05,A.S. SANTIAGO E BARBANZA,696,2065,112
2020-09-05,A.S. VIGO,357,2404,132
2020-09-05,GALICIA,4249,13644,661
2020-09-06,A.S. A CORUÑA E CEE,1442,3924,182
2020-09-06,A.S. FERROL,162,691,33
2020-09-06,"A.S. LUGO, A MARIÑA E MONFORTE",824,1558,51
2020-09-06,"A.S. OURENSE, VERÍN E O BARCO",466,2067,135
2020-09-06,A.S. PONTEVEDRA E O SALNÉS,364,1045,18
2020-09-06,A.S. SANTIAGO E BARBANZA,699,2100,112
2020-09-06,A.S. VIGO,358,2412,132
2020-09-06,GALICIA,4315,13797,663
2020-09-07,A.S. A CORUÑA E CEE,1425,3974,183
2020-09-07,A.S. FERROL,167,697,33
2020-09-07,"A.S. LUGO, A MARIÑA E MONFORTE",908,1590,51
2020-09-07,"A.S. OURENSE, VERÍN E O BARCO",470,2075,135
2020-09-07,A.S. PONTEVEDRA E O SALNÉS,378,1048,18
2020-09-07,A.S. SANTIAGO E BARBANZA,667,2152,113
2020-09-07,A.S. VIGO,359,2424,132
2020-09-07,GALICIA,4374,13960,665
2020-09-08,A.S. A CORUÑA E CEE,1431,4026,184
2020-09-08,A.S. FERROL,176,701,33
2020-09-08,"A.S. LUGO, A MARIÑA E MONFORTE",943,1619,53
2020-09-08,"A.S. OURENSE, VERÍN E O BARCO",467,2094,135
2020-09-08,A.S. PONTEVEDRA E O SALNÉS,392,1067,18
2020-09-08,A.S. SANTIAGO E BARBANZA,675,2204,113
2020-09-08,A.S. VIGO,357,2452,132
2020-09-08,GALICIA,4441,14163,668
2020-09-09,A.S. A CORUÑA E CEE,1410,4103,185
2020-09-09,A.S. FERROL,175,711,33
2020-09-09,"A.S. LUGO, A MARIÑA E MONFORTE",903,1696,57
2020-09-09,"A.S. OURENSE, VERÍN E O BARCO",493,2112,136
2020-09-09,A.S. PONTEVEDRA E O SALNÉS,408,1070,18
2020-09-09,A.S. SANTIAGO E BARBANZA,683,2277,114
2020-09-09,A.S. VIGO,366,2469,133
2020-09-09,GALICIA,4438,14438,676
2020-09-10,A.S. A CORUÑA E CEE,1413,4178,185
2020-09-10,A.S. FERROL,179,727,33
2020-09-10,"A.S. LUGO, A MARIÑA E MONFORTE",869,1752,58
2020-09-10,"A.S. OURENSE, VERÍN E O BARCO",499,2132,137
2020-09-10,A.S. PONTEVEDRA E O SALNÉS,435,1081,18
2020-09-10,A.S. SANTIAGO E BARBANZA,691,2324,114
2020-09-10,A.S. VIGO,387,2481,133
2020-09-10,GALICIA,4473,14675,678
2020-09-11,A.S. A CORUÑA E CEE,1362,4280,185
2020-09-11,A.S. FERROL,186,732,33
2020-09-11,"A.S. LUGO, A MARIÑA E MONFORTE",874,1807,60
2020-09-11,"A.S. OURENSE, VERÍN E O BARCO",486,2160,138
2020-09-11,A.S. PONTEVEDRA E O SALNÉS,455,1086,18
2020-09-11,A.S. SANTIAGO E BARBANZA,686,2360,114
2020-09-11,A.S. VIGO,383,2503,133
2020-09-11,GALICIA,4432,14928,681
2020-09-12,A.S. A CORUÑA E CEE,1313,4380,185
2020-09-12,A.S. FERROL,183,744,33
2020-09-12,"A.S. LUGO, A MARIÑA E MONFORTE",835,1901,60
2020-09-12,"A.S. OURENSE, VERÍN E O BARCO",474,2181,139
2020-09-12,A.S. PONTEVEDRA E O SALNÉS,485,1095,18
2020-09-12,A.S. SANTIAGO E BARBANZA,676,2393,114
2020-09-12,A.S. VIGO,378,2521,134
2020-09-12,GALICIA,4344,15215,683
2020-09-13,A.S. A CORUÑA E CEE,1294,4454,186
2020-09-13,A.S. FERROL,187,747,33
2020-09-13,"A.S. LUGO, A MARIÑA E MONFORTE",804,1949,64
2020-09-13,"A.S. OURENSE, VERÍN E O BARCO",495,2204,140
2020-09-13,A.S. PONTEVEDRA E O SALNÉS,535,1101,18
2020-09-13,A.S. SANTIAGO E BARBANZA,681,2461,114
2020-09-13,A.S. VIGO,383,2533,134
2020-09-13,GALICIA,4379,15449,689
2020-09-14,A.S. A CORUÑA E CEE,1255,4524,188
2020-09-14,A.S. FERROL,185,756,33
2020-09-14,"A.S. LUGO, A MARIÑA E MONFORTE",792,1988,67
2020-09-14,"A.S. OURENSE, VERÍN E O BARCO",502,2224,141
2020-09-14,A.S. PONTEVEDRA E O SALNÉS,566,1102,18
2020-09-14,A.S. SANTIAGO E BARBANZA,690,2506,114
2020-09-14,A.S. VIGO,395,2554,134
2020-09-14,GALICIA,4385,15654,695
2020-09-15,A.S. A CORUÑA E CEE,1234,4580,189
2020-09-15,A.S. FERROL,189,769,33
2020-09-15,"A.S. LUGO, A MARIÑA E MONFORTE",799,2006,69
2020-09-15,"A.S. OURENSE, VERÍN E O BARCO",504,2246,141
2020-09-15,A.S. PONTEVEDRA E O SALNÉS,576,1114,18
2020-09-15,A.S. SANTIAGO E BARBANZA,668,2551,114
2020-09-15,A.S. VIGO,404,2565,134
2020-09-15,GALICIA,4374,15831,698
2020-09-16,A.S. A CORUÑA E CEE,1242,4635,189
2020-09-16,A.S. FERROL,184,782,33
2020-09-16,"A.S. LUGO, A MARIÑA E MONFORTE",782,2044,73
2020-09-16,"A.S. OURENSE, VERÍN E O BARCO",512,2274,141
2020-09-16,A.S. PONTEVEDRA E O SALNÉS,590,1129,18
2020-09-16,A.S. SANTIAGO E BARBANZA,649,2601,114
2020-09-16,A.S. VIGO,420,2597,135
2020-09-16,GALICIA,4379,16062,703
2020-09-17,A.S. A CORUÑA E CEE,1261,4707,189
2020-09-17,A.S. FERROL,184,794,33
2020-09-17,"A.S. LUGO, A MARIÑA E MONFORTE",766,2089,75
2020-09-17,"A.S. OURENSE, VERÍN E O BARCO",521,2304,141
2020-09-17,A.S. PONTEVEDRA E O SALNÉS,635,1132,19
2020-09-17,A.S. SANTIAGO E BARBANZA,634,2643,114
2020-09-17,A.S. VIGO,431,2627,135
2020-09-17,GALICIA,4432,16296,706
2020-09-18,A.S. A CORUÑA E CEE,1229,4793,190
2020-09-18,A.S. FERROL,182,803,33
2020-09-18,"A.S. LUGO, A MARIÑA E MONFORTE",763,2116,77
2020-09-18,"A.S. OURENSE, VERÍN E O BARCO",541,2330,142
2020-09-18,A.S. PONTEVEDRA E O SALNÉS,656,1144,19
2020-09-18,A.S. SANTIAGO E BARBANZA,630,2686,114
2020-09-18,A.S. VIGO,446,2653,135
2020-09-18,GALICIA,4447,16525,710
2020-09-19,A.S. A CORUÑA E CEE,1213,4878,192
2020-09-19,A.S. FERROL,186,811,33
2020-09-19,"A.S. LUGO, A MARIÑA E MONFORTE",737,2153,81
2020-09-19,"A.S. OURENSE, VERÍN E O BARCO",540,2358,143
2020-09-19,A.S. PONTEVEDRA E O SALNÉS,662,1160,19
2020-09-19,A.S. SANTIAGO E BARBANZA,650,2719,114
2020-09-19,A.S. VIGO,468,2673,135
2020-09-19,GALICIA,4456,16752,717
2020-09-20,A.S. A CORUÑA E CEE,1160,4959,193
2020-09-20,A.S. FERROL,177,824,33
2020-09-20,"A.S. LUGO, A MARIÑA E MONFORTE",710,2193,82
2020-09-20,"A.S. OURENSE, VERÍN E O BARCO",559,2381,144
2020-09-20,A.S. PONTEVEDRA E O SALNÉS,680,1178,19
2020-09-20,A.S. SANTIAGO E BARBANZA,637,2766,114
2020-09-20,A.S. VIGO,472,2686,135
2020-09-20,GALICIA,4395,16987,720
2020-09-21,A.S. A CORUÑA E CEE,1124,5031,193
2020-09-21,A.S. FERROL,183,829,33
2020-09-21,"A.S. LUGO, A MARIÑA E MONFORTE",694,2227,82
2020-09-21,"A.S. OURENSE, VERÍN E O BARCO",572,2402,144
2020-09-21,A.S. PONTEVEDRA E O SALNÉS,727,1183,19
2020-09-21,A.S. SANTIAGO E BARBANZA,633,2801,115
2020-09-21,A.S. VIGO,508,2695,135
2020-09-21,GALICIA,4441,17168,721
2020-09-22,A.S. A CORUÑA E CEE,1138,5076,193
2020-09-22,A.S. FERROL,189,836,33
2020-09-22,"A.S. LUGO, A MARIÑA E MONFORTE",699,2255,82
2020-09-22,"A.S. OURENSE, VERÍN E O BARCO",655,2412,145
2020-09-22,A.S. PONTEVEDRA E O SALNÉS,744,1201,19
2020-09-22,A.S. SANTIAGO E BARBANZA,640,2823,115
2020-09-22,A.S. VIGO,528,2709,135
2020-09-22,GALICIA,4593,17312,722
2020-09-23,A.S. A CORUÑA E CEE,1124,5137,194
2020-09-23,A.S. FERROL,180,850,33
2020-09-23,"A.S. LUGO, A MARIÑA E MONFORTE",664,2307,84
2020-09-23,"A.S. OURENSE, VERÍN E O BARCO",665,2439,145
2020-09-23,A.S. PONTEVEDRA E O SALNÉS,765,1216,19
2020-09-23,A.S. SANTIAGO E BARBANZA,621,2882,115
2020-09-23,A.S. VIGO,520,2738,135
2020-09-23,GALICIA,4539,17569,725
2020-09-24,A.S. A CORUÑA E CEE,1132,5181,194
2020-09-24,A.S. FERROL,171,861,33
2020-09-24,"A.S. LUGO, A MARIÑA E MONFORTE",651,2351,85
2020-09-24,"A.S. OURENSE, VERÍN E O BARCO",677,2486,146
2020-09-24,A.S. PONTEVEDRA E O SALNÉS,798,1228,19
2020-09-24,A.S. SANTIAGO E BARBANZA,587,2946,115
2020-09-24,A.S. VIGO,526,2762,135
2020-09-24,GALICIA,4542,17815,727
2020-09-25,A.S. A CORUÑA E CEE,1086,5270,194
2020-09-25,A.S. FERROL,159,878,33
2020-09-25,"A.S. LUGO, A MARIÑA E MONFORTE",637,2382,87
2020-09-25,"A.S. OURENSE, VERÍN E O BARCO",707,2516,146
2020-09-25,A.S. PONTEVEDRA E O SALNÉS,817,1247,19
2020-09-25,A.S. SANTIAGO E BARBANZA,566,2992,115
2020-09-25,A.S. VIGO,522,2797,135
2020-09-25,GALICIA,4494,18082,729
2020-09-26,A.S. A CORUÑA E CEE,1046,5347,195
2020-09-26,A.S. FERROL,153,890,33
2020-09-26,"A.S. LUGO, A MARIÑA E MONFORTE",596,2448,87
2020-09-26,"A.S. OURENSE, VERÍN E O BARCO",733,2534,147
2020-09-26,A.S. PONTEVEDRA E O SALNÉS,829,1259,19
2020-09-26,A.S. SANTIAGO E BARBANZA,587,3023,115
2020-09-26,A.S. VIGO,525,2817,135
2020-09-26,GALICIA,4469,18318,731
2020-09-27,A.S. A CORUÑA E CEE,1006,5423,198
2020-09-27,A.S. FERROL,155,897,33
2020-09-27,"A.S. LUGO, A MARIÑA E MONFORTE",559,2496,88
2020-09-27,"A.S. OURENSE, VERÍN E O BARCO",759,2548,147
2020-09-27,A.S. PONTEVEDRA E O SALNÉS,825,1290,19
2020-09-27,A.S. SANTIAGO E BARBANZA,597,3042,116
2020-09-27,A.S. VIGO,522,2831,135
2020-09-27,GALICIA,4423,18527,736
2020-09-28,A.S. A CORUÑA E CEE,976,5477,198
2020-09-28,A.S. FERROL,148,905,33
2020-09-28,"A.S. LUGO, A MARIÑA E MONFORTE",547,2519,88
2020-09-28,"A.S. OURENSE, VERÍN E O BARCO",770,2587,148
2020-09-28,A.S. PONTEVEDRA E O SALNÉS,803,1322,19
2020-09-28,A.S. SANTIAGO E BARBANZA,581,3092,117
2020-09-28,A.S. VIGO,517,2846,135
2020-09-28,GALICIA,4342,18748,738
2020-09-29,A.S. A CORUÑA E CEE,985,5502,200
2020-09-29,A.S. FERROL,147,910,33
2020-09-29,"A.S. LUGO, A MARIÑA E MONFORTE",544,2543,89
2020-09-29,"A.S. OURENSE, VERÍN E O BARCO",787,2611,150
2020-09-29,A.S. PONTEVEDRA E O SALNÉS,782,1357,20
2020-09-29,A.S. SANTIAGO E BARBANZA,547,3151,117
2020-09-29,A.S. VIGO,515,2871,135
2020-09-29,GALICIA,4307,18945,744
2020-09-30,A.S. A CORUÑA E CEE,970,5549,202
2020-09-30,A.S. FERROL,126,932,33
2020-09-30,"A.S. LUGO, A MARIÑA E MONFORTE",527,2579,89
2020-09-30,"A.S. OURENSE, VERÍN E O BARCO",810,2642,153
2020-09-30,A.S. PONTEVEDRA E O SALNÉS,795,1359,20
